epoch,lr,train_loss,val_loss,train_top1,val_top1,test_top1,train_time_sec
1,0.0002,1.9179934617360432,1.8662197818756103,32.27777862548828,36.279998779296875,37.27000045776367,17.89332127571106
2,0.0003,1.73864608347151,1.6742859731674193,41.93111038208008,45.41999816894531,46.06999969482422,16.909549713134766
3,0.0004,1.6381704019334582,1.544725407409668,46.977779388427734,51.36000061035156,50.91999816894531,16.99841332435608
4,0.0005,1.5740860231611464,1.4786219255447388,49.96889114379883,53.29999923706055,53.34000015258789,16.765260457992554
5,0.0005,1.5289602447509765,1.4921028507232665,52.266666412353516,53.52000045776367,52.93000030517578,17.202017307281494
6,0.0004998646811918792,1.4847277663548788,1.4638919494628906,54.78666687011719,55.439998626708984,55.09000015258789,17.15982437133789
7,0.0004994588727366467,1.4427227396011353,1.3476464298248292,56.588890075683594,61.15999984741211,60.65999984741211,17.148231744766235
8,0.0004987830183798903,1.4027835372924804,1.3487950038909913,58.511112213134766,60.68000030517578,60.37999725341797,15.892935276031494
9,0.0004978378571584264,1.3729095171186658,1.3516245540618896,59.962223052978516,60.119998931884766,60.959999084472656,16.864360809326172
10,0.0004966244225921738,1.3404278210957845,1.3065371557235719,61.32666778564453,63.18000030517578,62.22999954223633,16.795665979385376
11,0.0004951440415540153,1.3091478434668646,1.2619601112365724,63.03555679321289,64.9000015258789,65.3699951171875,17.118386268615723
12,0.0004933983328188814,1.282143602180481,1.2272235134124756,64.36888885498047,67.31999969482422,66.58000183105469,16.793308973312378
13,0.0004913892052936438,1.2574152590433756,1.2305053203582763,65.35778045654297,66.4000015258789,66.63999938964844,17.03477120399475
14,0.0004891188559297535,1.22345003490448,1.261506227684021,67.2933349609375,66.0199966430664,65.47999572753906,17.027873992919922
15,0.00048658976732090706,1.203833979119195,1.1417305116653442,68.05110931396484,70.4000015258789,69.47999572753906,17.049473524093628
16,0.00048380470498836657,1.181752768558926,1.1387700027465821,68.86222076416016,70.87999725341797,70.7699966430664,16.82775115966797
17,0.0004807667143569027,1.1682275602764554,1.1401062878608703,69.74222564697266,70.9000015258789,70.48999786376953,16.966679334640503
18,0.0004774791174246677,1.1424821102354261,1.1280273666381837,70.70889282226562,71.31999969482422,71.77999877929688,17.10169792175293
19,0.000473945509130639,1.1245136928134494,1.1294005762100219,71.76889038085938,72.15999603271484,72.01000213623047,17.252593278884888
20,0.000470169753423606,1.1078811326344808,1.0601636629104614,72.41777801513672,74.72000122070312,75.11000061035156,17.0987491607666
21,0.0004661559790369996,1.0882811488893298,1.0759463436126708,73.3933334350586,73.81999969482422,74.47999572753906,16.246933460235596
22,0.00046190857497418146,1.0751613565656875,1.0666883192062377,74.16889190673828,74.58000183105469,75.12999725341797,17.087647914886475
23,0.000457432185709135,1.0583360184987387,1.0700784523010254,74.9000015258789,74.5199966430664,75.23999786376953,17.263565063476562
24,0.0004527317061077995,1.0475080061594646,1.04495005569458,75.13111114501953,75.63999938964844,75.75999450683594,17.147348642349243
25,0.00044781227607560743,1.0299912885242037,1.0528368141174316,76.09333801269531,75.13999938964844,75.23999786376953,17.11537528038025
26,0.00044267927493707264,1.0184828975783453,1.0427435232162476,76.60889434814453,74.87999725341797,75.25,17.106532096862793
27,0.0004373383155535781,1.0071070820066663,1.013903196144104,77.18222045898438,76.87999725341797,76.95999908447266,16.29205298423767
28,0.00043179523818579456,0.9949797690179613,1.0256715450286866,77.45333862304688,76.1199951171875,77.58999633789062,16.255873918533325
29,0.0004260561041074409,0.9800829925537109,1.0303139728546142,78.26445007324219,76.19999694824219,76.5199966430664,17.368054389953613
30,0.000420127188977371,0.9721755371199714,1.0155058107376098,78.70889282226562,77.5,77.15999603271484,13.987690687179565
31,0.00041401497597723174,0.9588327326668633,0.9931442323684693,79.27555847167969,78.37999725341797,78.3699951171875,17.487103700637817
32,0.00040772614872220043,0.9487593075752259,1.0066474178314209,79.9800033569336,77.93999481201172,77.9000015258789,17.41758942604065
33,0.0004012675839525487,0.9372765382766723,0.9751784463882446,80.19111633300781,79.22000122070312,79.33999633789062,18.090359210968018
34,0.00039464634401402854,0.9291730860392252,0.9848781999588012,80.62889099121094,78.55999755859375,78.86000061035156,16.834171772003174
35,0.00038786966913530077,0.9173417029910618,0.9722055191040039,81.304443359375,79.0999984741211,79.44999694824219,15.803774118423462
36,0.00038094496951085076,0.90835255701277,1.0141979434967041,81.71111297607422,77.87999725341797,78.47999572753906,17.103532314300537
37,0.0003738798171980508,0.8993638327280681,0.9856350036621093,82.14444732666016,78.37999725341797,79.9000015258789,17.398614168167114
38,0.00036668193783722525,0.8855514993773567,0.9855844989776611,82.6844482421875,78.91999816894531,79.06999969482422,17.374018669128418
39,0.000359359202203777,0.878066611205207,0.9682371713638306,82.97333526611328,79.68000030517578,80.48999786376953,17.55738663673401
40,0.00035191961760161,0.8741651934305826,0.9425717357635498,82.95777893066406,80.65999603271484,80.93000030517578,17.16923189163208
41,0.0003443713191072596,0.8603585349294874,0.9658597816467285,83.65333557128906,79.45999908447266,80.18999481201172,17.21580743789673
42,0.0003367225606743067,0.8474642020543416,0.974304528427124,84.34222412109375,79.47999572753906,79.54000091552734,16.958003520965576
43,0.0003289817061077995,0.8418498083962335,0.9464614147186279,84.4977798461914,80.4000015258789,80.87999725341797,16.967788457870483
44,0.00032115721991855654,0.8305713922924466,0.9532135730743408,85.1066665649414,80.33999633789062,80.40999603271484,17.151489973068237
45,0.0003132576580673478,0.8220694940884908,0.9517277973175049,85.5977783203125,80.54000091552734,80.43999481201172,17.025370121002197
46,0.0003052916586090774,0.8107815533849928,0.9491360790252685,86.00666809082031,81.63999938964844,81.18000030517578,17.274534702301025
47,0.00029726793224719723,0.8060856859525045,0.9436617347717285,86.32222747802734,81.13999938964844,81.83000183105469,17.40057682991028
48,0.0002891952528086809,0.800127368927002,0.9660628047943115,86.35111236572266,80.27999877929688,80.86000061035156,17.413665056228638
49,0.00028108244764997264,0.7928364995956421,0.967672194480896,86.85778045654297,80.22000122070312,81.36000061035156,17.473713159561157
50,0.0002729383880044023,0.7803884603182475,0.9452929454803467,87.3888931274414,81.19999694824219,81.75,17.22089672088623
51,0.0002647719792816225,0.7705499087439643,0.9813936437606812,87.9022216796875,79.55999755859375,80.4000015258789,16.807000637054443
52,0.00025659215132967377,0.7645084665404426,0.9790064464569092,88.0844497680664,80.13999938964844,80.75,13.689525365829468
53,0.0002484078486703263,0.7580915884017945,0.9628870323181152,88.45111083984375,80.83999633789062,81.33000183105469,17.35181736946106
54,0.00024022802071837747,0.7489105689154731,0.9675302862167359,88.7844467163086,80.81999969482422,81.11000061035156,17.217018842697144
55,0.00023206161199559777,0.7399551683213975,0.960768243598938,89.3800048828125,81.19999694824219,82.0199966430664,17.22982382774353
56,0.00022391755235002744,0.7329624595006307,0.9339778860092163,89.45111083984375,81.97999572753906,82.08000183105469,17.432034254074097
57,0.0002158047471913191,0.7249834283298916,0.9457495946884156,89.99333190917969,82.31999969482422,81.94999694824219,17.130185842514038
58,0.00020773206775280288,0.7184888600243462,0.9619600652694702,90.12667083740234,81.54000091552734,81.87999725341797,17.218773365020752
59,0.00019970834139092269,0.7124155377070109,0.9555296493530273,90.33555603027344,81.54000091552734,82.16999816894531,17.317742109298706
60,0.00019174234193265223,0.7074488803651597,0.9484061208724975,90.695556640625,82.05999755859375,82.38999938964844,17.156598329544067
61,0.00018384278008144354,0.6990060052871704,0.9530422676086425,91.23555755615234,82.47999572753906,82.38999938964844,17.047547101974487
62,0.00017601829389220054,0.6857838546117146,0.967381369972229,91.7733383178711,81.65999603271484,82.68000030517578,15.751498937606812
63,0.00016827743932569333,0.6833659443855286,0.9677011413574219,91.95333862304688,81.47999572753906,82.20999908447266,17.104418516159058
64,0.00016062868089274034,0.6768798660702176,0.9643522026062011,92.0088882446289,81.81999969482422,81.93000030517578,17.083377599716187
65,0.00015308038239839013,0.6692695431709289,0.9960756565093994,92.50666809082031,80.55999755859375,81.37999725341797,16.488876581192017
66,0.00014564079779622304,0.6672089909871419,0.984409567451477,92.54222106933594,80.75999450683594,82.0199966430664,17.32618260383606
67,0.0001383180621627748,0.6579185877058241,0.9839085926055908,92.95999908447266,81.43999481201172,81.87999725341797,16.815836668014526
68,0.0001311201828019493,0.6532120781792534,0.9838116144180298,93.1822280883789,81.0199966430664,81.79000091552734,17.175610542297363
69,0.00012405503048914932,0.6470457718107435,0.9713980445861816,93.52444458007812,82.23999786376953,82.37999725341797,17.326019763946533
70,0.0001171303308646994,0.6402067844072977,0.9953737377166748,93.80667114257812,81.25999450683594,82.0,14.37712836265564
71,0.00011035365598597147,0.6395592597749498,0.9924727321624756,93.84444427490234,81.5199966430664,82.06999969482422,15.964929342269897
72,0.00010373241604745131,0.6313735657691956,0.9858172924041748,94.27777862548828,81.6199951171875,82.0199966430664,17.381077766418457
73,9.727385127779958e-05,0.6264418287065294,0.9844224464416504,94.44000244140625,82.25999450683594,82.58999633789062,17.330114364624023
74,9.098502402276826e-05,0.6235647056473625,0.9942914026260375,94.6066665649414,81.45999908447266,81.90999603271484,17.282658338546753
75,8.487281102262914e-05,0.6171819126976861,0.974530495262146,94.81777954101562,82.58000183105469,82.81999969482422,17.11015772819519
76,7.894389589255908e-05,0.6125279970486959,0.9989820318222046,95.13555908203125,81.55999755859375,82.25,17.8909432888031
77,7.32047618142055e-05,0.610295368470086,0.995502140045166,95.11333465576172,81.75999450683594,82.04999542236328,17.863765239715576
78,6.7661684446422e-05,0.6064208601633708,0.9840764827728271,95.34667205810547,82.1199951171875,82.5199966430664,17.809476375579834
79,6.232072506292745e-05,0.5995441675715977,0.9822406053543091,95.74222564697266,82.65999603271484,82.91999816894531,18.01569628715515
80,5.718772392439261e-05,0.5974245949003432,0.9890047945022583,95.76222229003906,82.4000015258789,82.5,17.967504739761353
81,5.226829389220053e-05,0.5980183061705695,0.9918514858245849,95.7044448852539,82.43999481201172,82.79000091552734,18.117018222808838
82,4.756781429086504e-05,0.5902392316288418,0.9922841457366943,96.04444885253906,82.23999786376953,82.45999908447266,17.7801775932312
83,4.309142502581845e-05,0.5895484212239583,1.0028838487625122,96.0977783203125,82.0199966430664,82.29000091552734,17.869247913360596
84,3.8844020963000456e-05,0.5868617566426595,0.9892219062805175,96.25111389160156,82.41999816894531,82.75,17.948684215545654
85,3.4830246576393984e-05,0.5844601568010118,0.9937550611495972,96.31333923339844,82.5199966430664,82.65999603271484,18.01492142677307
86,3.1054490869361046e-05,0.5847357469346788,1.0012134077072143,96.35778045654297,82.05999755859375,82.72000122070312,18.056674003601074
87,2.752088257533228e-05,0.5798680285135905,1.0000013978958129,96.61111450195312,82.19999694824219,82.50999450683594,18.09691023826599
88,2.4233285643097276e-05,0.5774203182008532,0.9961977548599243,96.71111297607422,82.54000091552734,82.56999969482422,17.159618616104126
89,2.119529501163347e-05,0.5769122406747607,1.0067974180221557,96.76667022705078,81.97999572753906,82.75999450683594,17.180851221084595
90,1.8410232679092927e-05,0.574656629064348,1.0011130352020263,96.77111053466797,82.15999603271484,82.58999633789062,16.464988231658936
91,1.5881144070246482e-05,0.571843381690979,0.9956238178253174,96.90888977050781,82.47999572753906,82.58999633789062,16.40871834754944
