epoch,lr,train_loss,val_loss,train_top1,val_top1,test_top1,train_time_sec
1,0.00014000000000000001,4.919025805833605,4.554732022857666,5.2343593517648985,9.84999942779541,10.029999732971191,137.94751834869385
2,0.00020999999999999998,4.562392726050483,4.186333930969238,10.355955069374758,15.389999389648438,15.319999694824219,137.00511264801025
3,0.00028000000000000003,4.292934440443251,3.9918577056884765,14.644650536831882,18.3799991607666,18.69999885559082,137.4657564163208
4,0.00035,4.192760127300686,3.857264831542969,16.743916045999057,21.100000381469727,21.350000381469727,137.5023636817932
5,0.00041999999999999996,4.0756138303120935,3.7523178817749026,18.761822762668398,23.510000228881836,23.549999237060547,138.75914525985718
6,0.00049,3.985022524939643,3.6607745468139647,20.601601805880765,24.5,24.899999618530273,137.5205681324005
7,0.0005600000000000001,3.9139330756293402,3.59040309677124,22.215284226543403,26.549999237060547,26.329999923706055,137.65057754516602
8,0.00063,3.866334339565701,3.4874149238586427,23.47180458091947,28.979999542236328,28.28999900817871,137.30401372909546
9,0.0007,3.7627004187689885,3.432994393539429,25.35749285472773,30.28999900817871,30.40999984741211,137.60018014907837
