epoch,lr,train_loss,val_loss,train_top1,val_top1,test_top1,train_time_sec
1,0.0002,4.392272707621257,4.23222797088623,4.884588281549575,7.119999885559082,7.409999847412109,14.218903541564941
2,0.0003,4.165408490159776,3.9884597373962403,8.228060062286382,11.25999927520752,11.519999504089355,10.743987798690796
3,0.0004,4.0065467739105225,3.8328586097717285,11.239544574435076,13.559999465942383,13.889999389648438,10.503239154815674
4,0.0005,3.872232381439209,3.6620904880523684,13.76858378901563,17.81999969482422,17.270000457763672,10.419675588607788
5,0.0005,3.7606935202704537,3.5154236713409426,16.12990626230384,21.119998931884766,20.93000030517578,10.482264757156372
6,0.0004998646811918792,3.537841331439548,3.367597119140625,20.510532107202458,23.139999389648438,23.0,10.490784406661987
7,0.0004994588727366467,3.55252085164388,3.29675260848999,20.896147528123414,25.239999771118164,24.689998626708984,10.440704107284546
8,0.0004987830183798903,3.407867845280965,3.1710977104187013,23.944906761160887,28.479999542236328,28.510000228881836,10.44694471359253
9,0.0004978378571584264,3.417846226755778,3.1262398483276366,24.206513728237454,29.35999870300293,30.119998931884766,10.477443933486938
10,0.0004966244225921738,3.3287589419470893,3.0551357177734375,26.026823443987116,31.959999084472656,31.69999885559082,10.491841554641724
11,0.0004951440415540153,3.23578925014072,2.9909024269104005,28.05849832000703,33.0,33.040000915527344,10.525487899780273
12,0.0004933983328188814,3.2244431093851724,2.9290061420440674,28.772012736560477,34.15999984741211,34.47999954223633,10.275088787078857
13,0.0004913892052936438,3.225093802007039,2.9088833229064943,29.016428607124105,34.779998779296875,34.939998626708984,10.413702011108398
14,0.0004891188559297535,3.134030938975016,2.8530023971557616,31.15955372934092,36.41999816894531,36.63999938964844,10.360773801803589
15,0.00048658976732090706,3.13679596947564,2.783327400970459,31.294342614899385,38.39999771118164,38.40999984741211,10.520126819610596
16,0.00048380470498836657,3.0443781205919054,2.8007346172332763,33.69753665096077,37.47999954223633,38.13999938964844,10.609617948532104
17,0.0004807667143569027,2.937266094885932,2.694249881362915,36.025614355960286,40.939998626708984,40.41999816894531,10.26680874824524
18,0.0004774791174246677,2.876083623758952,2.6746577785491943,37.36722641663936,41.07999801635742,42.029998779296875,10.255644083023071
19,0.000473945509130639,2.9034128092447915,2.5925001312255858,37.39307746037668,43.20000076293945,43.46999740600586,10.37459921836853
20,0.000470169753423606,2.8299718910217284,2.621777087020874,39.09876624466198,42.52000045776367,42.779998779296875,10.372217893600464
21,0.0004661559790369996,2.7780002459632027,2.6120882801055907,40.398178170882105,43.13999938964844,42.86000061035156,10.222071886062622
22,0.00046190857497418146,2.733575925233629,2.5069502227783205,41.181509563908186,45.87999725341797,46.37999725341797,10.395923137664795
23,0.000457432185709135,2.6317999248080786,2.4922464179992674,44.135309121483225,46.5,46.96999740600586,10.49799132347107
24,0.0004527317061077995,2.65260886616177,2.4670214206695555,43.68364124837957,46.57999801635742,46.88999938964844,10.696147680282593
25,0.00044781227607560743,2.6943195832570392,2.4475315044403074,43.48526018456833,47.37999725341797,47.459999084472656,10.470985889434814
26,0.00044267927493707264,2.620665245903863,2.4049431453704835,45.189950581160836,48.15999984741211,48.88999938964844,10.294220924377441
27,0.0004373383155535781,2.55757398592631,2.3854931190490722,46.60762259377831,49.23999786376953,49.28999710083008,10.30147671699524
28,0.00043179523818579456,2.5557088915507,2.3691495788574217,46.86098025455925,50.02000045776367,50.25,10.478566646575928
29,0.0004260561041074409,2.5417586867438424,2.3601932373046877,47.51577114494022,49.779998779296875,50.23999786376953,10.321024417877197
30,0.000420127188977371,2.4732895664638943,2.328319041442871,49.41302100170631,51.21999740600586,51.029998779296875,10.119974613189697
31,0.00041401497597723174,2.4631692498101128,2.3323385837554933,49.94110358567304,51.29999923706055,50.84000015258789,10.573338747024536
32,0.00040772614872220043,2.360000195015801,2.3077443939208986,52.26258135864993,52.05999755859375,52.65999984741211,10.317518472671509
33,0.0004012675839525487,2.445357660208808,2.316464468383789,50.50071917125971,51.959999084472656,51.46999740600586,10.279741287231445
34,0.00039464634401402854,2.379724052217272,2.2942858989715575,52.32077900220658,52.55999755859375,52.619998931884766,10.500319004058838
35,0.00038786966913530077,2.397990346569485,2.2814891342163084,52.17433042359668,53.07999801635742,53.30999755859375,10.234476089477539
36,0.00038094496951085076,2.254550930065579,2.2837752716064452,55.29295103464121,53.29999923706055,53.11000061035156,10.208167791366577
